,region,year,manufacturer,condition,cylinders,fuel,odometer,title_status,transmission,drive,size,type,paint_color
PATT0000599,,True,True,True,,True,,,,,,,
PATT0000600,,True,True,True,,,True,,,,,,
PATT0000601,,True,True,True,,,,True,,,,,
PATT0000602,,True,True,True,,,,,True,,,,
PATT0000603,,True,True,True,,,,,,True,,,
PATT0000604,,True,True,True,,,,,,,True,,
PATT0000605,,True,True,True,,,,,,,,True,
PATT0000606,,True,True,True,,,,,,,,,True
PATT0000607,,True,True,,True,True,,,,,,,
PATT0000608,,True,True,,True,,True,,,,,,
PATT0000609,,True,True,,True,,,True,,,,,
PATT0000610,,True,True,,True,,,,True,,,,
PATT0000611,,True,True,,True,,,,,True,,,
PATT0000612,,True,True,,True,,,,,,True,,
PATT0000613,,True,True,,True,,,,,,,True,
PATT0000614,,True,True,,True,,,,,,,,True
PATT0000615,,True,True,,,True,True,,,,,,
PATT0000616,,True,True,,,True,,True,,,,,
PATT0000617,,True,True,,,True,,,True,,,,
PATT0000618,,True,True,,,True,,,,True,,,
PATT0000619,,True,True,,,True,,,,,True,,
PATT0000620,,True,True,,,True,,,,,,True,
PATT0000621,,True,True,,,True,,,,,,,True
PATT0000622,,True,True,,,,True,True,,,,,
PATT0000623,,True,True,,,,True,,True,,,,
PATT0000624,,True,True,,,,True,,,True,,,
PATT0000625,,True,True,,,,True,,,,True,,
PATT0000626,,True,True,,,,True,,,,,True,
PATT0000627,,True,True,,,,True,,,,,,True
PATT0000628,,True,True,,,,,True,True,,,,
PATT0000629,,True,True,,,,,True,,True,,,
PATT0000630,,True,True,,,,,True,,,True,,
PATT0000631,,True,True,,,,,True,,,,True,
PATT0000632,,True,True,,,,,True,,,,,True
PATT0000633,,True,True,,,,,,True,True,,,
PATT0000634,,True,True,,,,,,True,,True,,
PATT0000635,,True,True,,,,,,True,,,True,
PATT0000636,,True,True,,,,,,True,,,,True
PATT0000637,,True,True,,,,,,,True,True,,
PATT0000638,,True,True,,,,,,,True,,True,
PATT0000639,,True,True,,,,,,,True,,,True
PATT0000640,,True,True,,,,,,,,True,True,
PATT0000641,,True,True,,,,,,,,True,,True
PATT0000642,,True,True,,,,,,,,,True,True
PATT0000643,,True,,True,True,True,,,,,,,
PATT0000644,,True,,True,True,,True,,,,,,
PATT0000645,,True,,True,True,,,True,,,,,
PATT0000646,,True,,True,True,,,,True,,,,
PATT0000647,,True,,True,True,,,,,True,,,
PATT0000648,,True,,True,True,,,,,,True,,
PATT0000649,,True,,True,True,,,,,,,True,
PATT0000650,,True,,True,True,,,,,,,,True
PATT0000651,,True,,True,,True,True,,,,,,
PATT0000652,,True,,True,,True,,True,,,,,
PATT0000653,,True,,True,,True,,,True,,,,
PATT0000654,,True,,True,,True,,,,True,,,
PATT0000655,,True,,True,,True,,,,,True,,
PATT0000656,,True,,True,,True,,,,,,True,
PATT0000657,,True,,True,,True,,,,,,,True
PATT0000658,,True,,True,,,True,True,,,,,
PATT0000659,,True,,True,,,True,,True,,,,
PATT0000660,,True,,True,,,True,,,True,,,
PATT0000661,,True,,True,,,True,,,,True,,
PATT0000662,,True,,True,,,True,,,,,True,
PATT0000663,,True,,True,,,True,,,,,,True
PATT0000664,,True,,True,,,,True,True,,,,
PATT0000665,,True,,True,,,,True,,True,,,
PATT0000666,,True,,True,,,,True,,,True,,
PATT0000667,,True,,True,,,,True,,,,True,
PATT0000668,,True,,True,,,,True,,,,,True
PATT0000669,,True,,True,,,,,True,True,,,
PATT0000670,,True,,True,,,,,True,,True,,
PATT0000671,,True,,True,,,,,True,,,True,
PATT0000672,,True,,True,,,,,True,,,,True
PATT0000673,,True,,True,,,,,,True,True,,
PATT0000674,,True,,True,,,,,,True,,True,
PATT0000675,,True,,True,,,,,,True,,,True
PATT0000676,,True,,True,,,,,,,True,True,
PATT0000677,,True,,True,,,,,,,True,,True
PATT0000678,,True,,True,,,,,,,,True,True
PATT0000679,,True,,,True,True,True,,,,,,
PATT0000680,,True,,,True,True,,True,,,,,
PATT0000681,,True,,,True,True,,,True,,,,
PATT0000682,,True,,,True,True,,,,True,,,
PATT0000683,,True,,,True,True,,,,,True,,
PATT0000684,,True,,,True,True,,,,,,True,
PATT0000685,,True,,,True,True,,,,,,,True
PATT0000686,,True,,,True,,True,True,,,,,
PATT0000687,,True,,,True,,True,,True,,,,
PATT0000688,,True,,,True,,True,,,True,,,
PATT0000689,,True,,,True,,True,,,,True,,
PATT0000690,,True,,,True,,True,,,,,True,
PATT0000691,,True,,,True,,True,,,,,,True
PATT0000692,,True,,,True,,,True,True,,,,
PATT0000693,,True,,,True,,,True,,True,,,
PATT0000694,,True,,,True,,,True,,,True,,
PATT0000695,,True,,,True,,,True,,,,True,
PATT0000696,,True,,,True,,,True,,,,,True
PATT0000697,,True,,,True,,,,True,True,,,
PATT0000698,,True,,,True,,,,True,,True,,
PATT0000699,,True,,,True,,,,True,,,True,
PATT0000700,,True,,,True,,,,True,,,,True
PATT0000701,,True,,,True,,,,,True,True,,
PATT0000702,,True,,,True,,,,,True,,True,
PATT0000703,,True,,,True,,,,,True,,,True
PATT0000704,,True,,,True,,,,,,True,True,
PATT0000705,,True,,,True,,,,,,True,,True
PATT0000706,,True,,,True,,,,,,,True,True
PATT0000707,,True,,,,True,True,True,,,,,
PATT0000708,,True,,,,True,True,,True,,,,
PATT0000709,,True,,,,True,True,,,True,,,
PATT0000710,,True,,,,True,True,,,,True,,
PATT0000711,,True,,,,True,True,,,,,True,
PATT0000712,,True,,,,True,True,,,,,,True
PATT0000713,,True,,,,True,,True,True,,,,
PATT0000714,,True,,,,True,,True,,True,,,
PATT0000715,,True,,,,True,,True,,,True,,
PATT0000716,,True,,,,True,,True,,,,True,
PATT0000717,,True,,,,True,,True,,,,,True
PATT0000718,,True,,,,True,,,True,True,,,
PATT0000719,,True,,,,True,,,True,,True,,
PATT0000720,,True,,,,True,,,True,,,True,
PATT0000721,,True,,,,True,,,True,,,,True
PATT0000722,,True,,,,True,,,,True,True,,
PATT0000723,,True,,,,True,,,,True,,True,
PATT0000724,,True,,,,True,,,,True,,,True
PATT0000725,,True,,,,True,,,,,True,True,
PATT0000726,,True,,,,True,,,,,True,,True
PATT0000727,,True,,,,True,,,,,,True,True
PATT0000728,,True,,,,,True,True,True,,,,
PATT0000729,,True,,,,,True,True,,True,,,
PATT0000730,,True,,,,,True,True,,,True,,
PATT0000731,,True,,,,,True,True,,,,True,
PATT0000732,,True,,,,,True,True,,,,,True
PATT0000733,,True,,,,,True,,True,True,,,
PATT0000734,,True,,,,,True,,True,,True,,
PATT0000735,,True,,,,,True,,True,,,True,
PATT0000736,,True,,,,,True,,True,,,,True
PATT0000737,,True,,,,,True,,,True,True,,
PATT0000738,,True,,,,,True,,,True,,True,
PATT0000739,,True,,,,,True,,,True,,,True
PATT0000740,,True,,,,,True,,,,True,True,
PATT0000741,,True,,,,,True,,,,True,,True
PATT0000742,,True,,,,,True,,,,,True,True
PATT0000743,,True,,,,,,True,True,True,,,
PATT0000744,,True,,,,,,True,True,,True,,
PATT0000745,,True,,,,,,True,True,,,True,
PATT0000746,,True,,,,,,True,True,,,,True
PATT0000747,,True,,,,,,True,,True,True,,
PATT0000748,,True,,,,,,True,,True,,True,
PATT0000749,,True,,,,,,True,,True,,,True
PATT0000750,,True,,,,,,True,,,True,True,
PATT0000751,,True,,,,,,True,,,True,,True
PATT0000752,,True,,,,,,True,,,,True,True
PATT0000753,,True,,,,,,,True,True,True,,
PATT0000754,,True,,,,,,,True,True,,True,
PATT0000755,,True,,,,,,,True,True,,,True
PATT0000756,,True,,,,,,,True,,True,True,
PATT0000757,,True,,,,,,,True,,True,,True
PATT0000758,,True,,,,,,,True,,,True,True
PATT0000759,,True,,,,,,,,True,True,True,
PATT0000760,,True,,,,,,,,True,True,,True
PATT0000761,,True,,,,,,,,True,,True,True
PATT0000762,,True,,,,,,,,,True,True,True
PATT0000763,,,True,True,True,True,,,,,,,
PATT0000764,,,True,True,True,,True,,,,,,
PATT0000765,,,True,True,True,,,True,,,,,
PATT0000766,,,True,True,True,,,,True,,,,
PATT0000767,,,True,True,True,,,,,True,,,
PATT0000768,,,True,True,True,,,,,,True,,
PATT0000769,,,True,True,True,,,,,,,True,
PATT0000770,,,True,True,True,,,,,,,,True
PATT0000771,,,True,True,,True,True,,,,,,
PATT0000772,,,True,True,,True,,True,,,,,
PATT0000773,,,True,True,,True,,,True,,,,
PATT0000774,,,True,True,,True,,,,True,,,
PATT0000775,,,True,True,,True,,,,,True,,
PATT0000776,,,True,True,,True,,,,,,True,
PATT0000777,,,True,True,,True,,,,,,,True
PATT0000778,,,True,True,,,True,True,,,,,
PATT0000779,,,True,True,,,True,,True,,,,
PATT0000780,,,True,True,,,True,,,True,,,
PATT0000781,,,True,True,,,True,,,,True,,
PATT0000782,,,True,True,,,True,,,,,True,
PATT0000783,,,True,True,,,True,,,,,,True
PATT0000784,,,True,True,,,,True,True,,,,
PATT0000785,,,True,True,,,,True,,True,,,
PATT0000786,,,True,True,,,,True,,,True,,
PATT0000787,,,True,True,,,,True,,,,True,
PATT0000788,,,True,True,,,,True,,,,,True
PATT0000789,,,True,True,,,,,True,True,,,
PATT0000790,,,True,True,,,,,True,,True,,
PATT0000791,,,True,True,,,,,True,,,True,
PATT0000792,,,True,True,,,,,True,,,,True
PATT0000793,,,True,True,,,,,,True,True,,
PATT0000794,,,True,True,,,,,,True,,True,
PATT0000795,,,True,True,,,,,,True,,,True
PATT0000796,,,True,True,,,,,,,True,True,
PATT0000797,,,True,True,,,,,,,True,,True
PATT0000798,,,True,True,,,,,,,,True,True
PATT0000799,,,True,,True,True,True,,,,,,
PATT0000800,,,True,,True,True,,True,,,,,
PATT0000801,,,True,,True,True,,,True,,,,
PATT0000802,,,True,,True,True,,,,True,,,
PATT0000803,,,True,,True,True,,,,,True,,
PATT0000804,,,True,,True,True,,,,,,True,
PATT0000805,,,True,,True,True,,,,,,,True
PATT0000806,,,True,,True,,True,True,,,,,
PATT0000807,,,True,,True,,True,,True,,,,
PATT0000808,,,True,,True,,True,,,True,,,
PATT0000809,,,True,,True,,True,,,,True,,
PATT0000810,,,True,,True,,True,,,,,True,
PATT0000811,,,True,,True,,True,,,,,,True
PATT0000812,,,True,,True,,,True,True,,,,
PATT0000813,,,True,,True,,,True,,True,,,
PATT0000814,,,True,,True,,,True,,,True,,
PATT0000815,,,True,,True,,,True,,,,True,
PATT0000816,,,True,,True,,,True,,,,,True
PATT0000817,,,True,,True,,,,True,True,,,
PATT0000818,,,True,,True,,,,True,,True,,
PATT0000819,,,True,,True,,,,True,,,True,
PATT0000820,,,True,,True,,,,True,,,,True
PATT0000821,,,True,,True,,,,,True,True,,
PATT0000822,,,True,,True,,,,,True,,True,
PATT0000823,,,True,,True,,,,,True,,,True
PATT0000824,,,True,,True,,,,,,True,True,
PATT0000825,,,True,,True,,,,,,True,,True
PATT0000826,,,True,,True,,,,,,,True,True
PATT0000827,,,True,,,True,True,True,,,,,
PATT0000828,,,True,,,True,True,,True,,,,
PATT0000829,,,True,,,True,True,,,True,,,
PATT0000830,,,True,,,True,True,,,,True,,
PATT0000831,,,True,,,True,True,,,,,True,
PATT0000832,,,True,,,True,True,,,,,,True
PATT0000833,,,True,,,True,,True,True,,,,
PATT0000834,,,True,,,True,,True,,True,,,
PATT0000835,,,True,,,True,,True,,,True,,
PATT0000836,,,True,,,True,,True,,,,True,
PATT0000837,,,True,,,True,,True,,,,,True
PATT0000838,,,True,,,True,,,True,True,,,
PATT0000839,,,True,,,True,,,True,,True,,
PATT0000840,,,True,,,True,,,True,,,True,
PATT0000841,,,True,,,True,,,True,,,,True
PATT0000842,,,True,,,True,,,,True,True,,
PATT0000843,,,True,,,True,,,,True,,True,
PATT0000844,,,True,,,True,,,,True,,,True
PATT0000845,,,True,,,True,,,,,True,True,
PATT0000846,,,True,,,True,,,,,True,,True
PATT0000847,,,True,,,True,,,,,,True,True
PATT0000848,,,True,,,,True,True,True,,,,
PATT0000849,,,True,,,,True,True,,True,,,
PATT0000850,,,True,,,,True,True,,,True,,
PATT0000851,,,True,,,,True,True,,,,True,
PATT0000852,,,True,,,,True,True,,,,,True
PATT0000853,,,True,,,,True,,True,True,,,
PATT0000854,,,True,,,,True,,True,,True,,
PATT0000855,,,True,,,,True,,True,,,True,
PATT0000856,,,True,,,,True,,True,,,,True
PATT0000857,,,True,,,,True,,,True,True,,
PATT0000858,,,True,,,,True,,,True,,True,
PATT0000859,,,True,,,,True,,,True,,,True
PATT0000860,,,True,,,,True,,,,True,True,
PATT0000861,,,True,,,,True,,,,True,,True
PATT0000862,,,True,,,,True,,,,,True,True
PATT0000863,,,True,,,,,True,True,True,,,
PATT0000864,,,True,,,,,True,True,,True,,
PATT0000865,,,True,,,,,True,True,,,True,
PATT0000866,,,True,,,,,True,True,,,,True
PATT0000867,,,True,,,,,True,,True,True,,
PATT0000868,,,True,,,,,True,,True,,True,
PATT0000869,,,True,,,,,True,,True,,,True
PATT0000870,,,True,,,,,True,,,True,True,
PATT0000871,,,True,,,,,True,,,True,,True
PATT0000872,,,True,,,,,True,,,,True,True
PATT0000873,,,True,,,,,,True,True,True,,
PATT0000874,,,True,,,,,,True,True,,True,
PATT0000875,,,True,,,,,,True,True,,,True
PATT0000876,,,True,,,,,,True,,True,True,
PATT0000877,,,True,,,,,,True,,True,,True
PATT0000878,,,True,,,,,,True,,,True,True
PATT0000879,,,True,,,,,,,True,True,True,
PATT0000880,,,True,,,,,,,True,True,,True
PATT0000881,,,True,,,,,,,True,,True,True
PATT0000882,,,True,,,,,,,,True,True,True
PATT0000883,,,,True,True,True,True,,,,,,
PATT0000884,,,,True,True,True,,True,,,,,
PATT0000885,,,,True,True,True,,,True,,,,
PATT0000886,,,,True,True,True,,,,True,,,
PATT0000887,,,,True,True,True,,,,,True,,
PATT0000888,,,,True,True,True,,,,,,True,
PATT0000889,,,,True,True,True,,,,,,,True
PATT0000890,,,,True,True,,True,True,,,,,
PATT0000891,,,,True,True,,True,,True,,,,
PATT0000892,,,,True,True,,True,,,True,,,
PATT0000893,,,,True,True,,True,,,,True,,
PATT0000894,,,,True,True,,True,,,,,True,
PATT0000895,,,,True,True,,True,,,,,,True
PATT0000896,,,,True,True,,,True,True,,,,
PATT0000897,,,,True,True,,,True,,True,,,
PATT0000898,,,,True,True,,,True,,,True,,
PATT0000899,,,,True,True,,,True,,,,True,
PATT0000900,,,,True,True,,,True,,,,,True
PATT0000901,,,,True,True,,,,True,True,,,
PATT0000902,,,,True,True,,,,True,,True,,
PATT0000903,,,,True,True,,,,True,,,True,
PATT0000904,,,,True,True,,,,True,,,,True
PATT0000905,,,,True,True,,,,,True,True,,
PATT0000906,,,,True,True,,,,,True,,True,
PATT0000907,,,,True,True,,,,,True,,,True
PATT0000908,,,,True,True,,,,,,True,True,
PATT0000909,,,,True,True,,,,,,True,,True
PATT0000910,,,,True,True,,,,,,,True,True
PATT0000911,,,,True,,True,True,True,,,,,
PATT0000912,,,,True,,True,True,,True,,,,
PATT0000913,,,,True,,True,True,,,True,,,
PATT0000914,,,,True,,True,True,,,,True,,
PATT0000915,,,,True,,True,True,,,,,True,
PATT0000916,,,,True,,True,True,,,,,,True
PATT0000917,,,,True,,True,,True,True,,,,
PATT0000918,,,,True,,True,,True,,True,,,
PATT0000919,,,,True,,True,,True,,,True,,
PATT0000920,,,,True,,True,,True,,,,True,
PATT0000921,,,,True,,True,,True,,,,,True
PATT0000922,,,,True,,True,,,True,True,,,
PATT0000923,,,,True,,True,,,True,,True,,
PATT0000924,,,,True,,True,,,True,,,True,
PATT0000925,,,,True,,True,,,True,,,,True
PATT0000926,,,,True,,True,,,,True,True,,
PATT0000927,,,,True,,True,,,,True,,True,
PATT0000928,,,,True,,True,,,,True,,,True
PATT0000929,,,,True,,True,,,,,True,True,
PATT0000930,,,,True,,True,,,,,True,,True
PATT0000931,,,,True,,True,,,,,,True,True
PATT0000932,,,,True,,,True,True,True,,,,
PATT0000933,,,,True,,,True,True,,True,,,
PATT0000934,,,,True,,,True,True,,,True,,
PATT0000935,,,,True,,,True,True,,,,True,
PATT0000936,,,,True,,,True,True,,,,,True
PATT0000937,,,,True,,,True,,True,True,,,
PATT0000938,,,,True,,,True,,True,,True,,
PATT0000939,,,,True,,,True,,True,,,True,
PATT0000940,,,,True,,,True,,True,,,,True
PATT0000941,,,,True,,,True,,,True,True,,
PATT0000942,,,,True,,,True,,,True,,True,
PATT0000943,,,,True,,,True,,,True,,,True
PATT0000944,,,,True,,,True,,,,True,True,
PATT0000945,,,,True,,,True,,,,True,,True
PATT0000946,,,,True,,,True,,,,,True,True
PATT0000947,,,,True,,,,True,True,True,,,
PATT0000948,,,,True,,,,True,True,,True,,
PATT0000949,,,,True,,,,True,True,,,True,
PATT0000950,,,,True,,,,True,True,,,,True
PATT0000951,,,,True,,,,True,,True,True,,
PATT0000952,,,,True,,,,True,,True,,True,
PATT0000953,,,,True,,,,True,,True,,,True
PATT0000954,,,,True,,,,True,,,True,True,
PATT0000955,,,,True,,,,True,,,True,,True
PATT0000956,,,,True,,,,True,,,,True,True
PATT0000957,,,,True,,,,,True,True,True,,
PATT0000958,,,,True,,,,,True,True,,True,
PATT0000959,,,,True,,,,,True,True,,,True
PATT0000960,,,,True,,,,,True,,True,True,
PATT0000961,,,,True,,,,,True,,True,,True
PATT0000962,,,,True,,,,,True,,,True,True
PATT0000963,,,,True,,,,,,True,True,True,
PATT0000964,,,,True,,,,,,True,True,,True
PATT0000965,,,,True,,,,,,True,,True,True
PATT0000966,,,,True,,,,,,,True,True,True
PATT0000967,,,,,True,True,True,True,,,,,
PATT0000968,,,,,True,True,True,,True,,,,
PATT0000969,,,,,True,True,True,,,True,,,
PATT0000970,,,,,True,True,True,,,,True,,
PATT0000971,,,,,True,True,True,,,,,True,
PATT0000972,,,,,True,True,True,,,,,,True
PATT0000973,,,,,True,True,,True,True,,,,
PATT0000974,,,,,True,True,,True,,True,,,
PATT0000975,,,,,True,True,,True,,,True,,
PATT0000976,,,,,True,True,,True,,,,True,
PATT0000977,,,,,True,True,,True,,,,,True
PATT0000978,,,,,True,True,,,True,True,,,
PATT0000979,,,,,True,True,,,True,,True,,
PATT0000980,,,,,True,True,,,True,,,True,
PATT0000981,,,,,True,True,,,True,,,,True
PATT0000982,,,,,True,True,,,,True,True,,
PATT0000983,,,,,True,True,,,,True,,True,
PATT0000984,,,,,True,True,,,,True,,,True
PATT0000985,,,,,True,True,,,,,True,True,
PATT0000986,,,,,True,True,,,,,True,,True
PATT0000987,,,,,True,True,,,,,,True,True
PATT0000988,,,,,True,,True,True,True,,,,
PATT0000989,,,,,True,,True,True,,True,,,
PATT0000990,,,,,True,,True,True,,,True,,
PATT0000991,,,,,True,,True,True,,,,True,
PATT0000992,,,,,True,,True,True,,,,,True
PATT0000993,,,,,True,,True,,True,True,,,
PATT0000994,,,,,True,,True,,True,,True,,
PATT0000995,,,,,True,,True,,True,,,True,
PATT0000996,,,,,True,,True,,True,,,,True
PATT0000997,,,,,True,,True,,,True,True,,
PATT0000998,,,,,True,,True,,,True,,True,
PATT0000999,,,,,True,,True,,,True,,,True
PATT0001000,,,,,True,,True,,,,True,True,
PATT0001001,,,,,True,,True,,,,True,,True
PATT0001002,,,,,True,,True,,,,,True,True
PATT0001003,,,,,True,,,True,True,True,,,
PATT0001004,,,,,True,,,True,True,,True,,
PATT0001005,,,,,True,,,True,True,,,True,
PATT0001006,,,,,True,,,True,True,,,,True
PATT0001007,,,,,True,,,True,,True,True,,
PATT0001008,,,,,True,,,True,,True,,True,
PATT0001009,,,,,True,,,True,,True,,,True
PATT0001010,,,,,True,,,True,,,True,True,
PATT0001011,,,,,True,,,True,,,True,,True
PATT0001012,,,,,True,,,True,,,,True,True
PATT0001013,,,,,True,,,,True,True,True,,
PATT0001014,,,,,True,,,,True,True,,True,
PATT0001015,,,,,True,,,,True,True,,,True
PATT0001016,,,,,True,,,,True,,True,True,
PATT0001017,,,,,True,,,,True,,True,,True
PATT0001018,,,,,True,,,,True,,,True,True
PATT0001019,,,,,True,,,,,True,True,True,
PATT0001020,,,,,True,,,,,True,True,,True
PATT0001021,,,,,True,,,,,True,,True,True
PATT0001022,,,,,True,,,,,,True,True,True
PATT0001023,,,,,,True,True,True,True,,,,
PATT0001024,,,,,,True,True,True,,True,,,
PATT0001025,,,,,,True,True,True,,,True,,
PATT0001026,,,,,,True,True,True,,,,True,
PATT0001027,,,,,,True,True,True,,,,,True
PATT0001028,,,,,,True,True,,True,True,,,
PATT0001029,,,,,,True,True,,True,,True,,
PATT0001030,,,,,,True,True,,True,,,True,
PATT0001031,,,,,,True,True,,True,,,,True
PATT0001032,,,,,,True,True,,,True,True,,
PATT0001033,,,,,,True,True,,,True,,True,
PATT0001034,,,,,,True,True,,,True,,,True
PATT0001035,,,,,,True,True,,,,True,True,
PATT0001036,,,,,,True,True,,,,True,,True
PATT0001037,,,,,,True,True,,,,,True,True
PATT0001038,,,,,,True,,True,True,True,,,
PATT0001039,,,,,,True,,True,True,,True,,
PATT0001040,,,,,,True,,True,True,,,True,
PATT0001041,,,,,,True,,True,True,,,,True
PATT0001042,,,,,,True,,True,,True,True,,
PATT0001043,,,,,,True,,True,,True,,True,
PATT0001044,,,,,,True,,True,,True,,,True
PATT0001045,,,,,,True,,True,,,True,True,
PATT0001046,,,,,,True,,True,,,True,,True
PATT0001047,,,,,,True,,True,,,,True,True
PATT0001048,,,,,,True,,,True,True,True,,
PATT0001049,,,,,,True,,,True,True,,True,
PATT0001050,,,,,,True,,,True,True,,,True
PATT0001051,,,,,,True,,,True,,True,True,
PATT0001052,,,,,,True,,,True,,True,,True
PATT0001053,,,,,,True,,,True,,,True,True
PATT0001054,,,,,,True,,,,True,True,True,
PATT0001055,,,,,,True,,,,True,True,,True
PATT0001056,,,,,,True,,,,True,,True,True
PATT0001057,,,,,,True,,,,,True,True,True
PATT0001058,,,,,,,True,True,True,True,,,
PATT0001059,,,,,,,True,True,True,,True,,
PATT0001060,,,,,,,True,True,True,,,True,
PATT0001061,,,,,,,True,True,True,,,,True
PATT0001062,,,,,,,True,True,,True,True,,
PATT0001063,,,,,,,True,True,,True,,True,
PATT0001064,,,,,,,True,True,,True,,,True
PATT0001065,,,,,,,True,True,,,True,True,
PATT0001066,,,,,,,True,True,,,True,,True
PATT0001067,,,,,,,True,True,,,,True,True
PATT0001068,,,,,,,True,,True,True,True,,
PATT0001069,,,,,,,True,,True,True,,True,
PATT0001070,,,,,,,True,,True,True,,,True
PATT0001071,,,,,,,True,,True,,True,True,
PATT0001072,,,,,,,True,,True,,True,,True
PATT0001073,,,,,,,True,,True,,,True,True
PATT0001074,,,,,,,True,,,True,True,True,
PATT0001075,,,,,,,True,,,True,True,,True
PATT0001076,,,,,,,True,,,True,,True,True
PATT0001077,,,,,,,True,,,,True,True,True
PATT0001078,,,,,,,,True,True,True,True,,
PATT0001079,,,,,,,,True,True,True,,True,
PATT0001080,,,,,,,,True,True,True,,,True
PATT0001081,,,,,,,,True,True,,True,True,
PATT0001082,,,,,,,,True,True,,True,,True
PATT0001083,,,,,,,,True,True,,,True,True
PATT0001084,,,,,,,,True,,True,True,True,
PATT0001085,,,,,,,,True,,True,True,,True
PATT0001086,,,,,,,,True,,True,,True,True
PATT0001087,,,,,,,,True,,,True,True,True
PATT0001088,,,,,,,,,True,True,True,True,
PATT0001089,,,,,,,,,True,True,True,,True
PATT0001090,,,,,,,,,True,True,,True,True
PATT0001091,,,,,,,,,True,,True,True,True
PATT0001092,,,,,,,,,,True,True,True,True
PATT0001093,True,True,True,True,True,,,,,,,,
PATT0001094,True,True,True,True,,True,,,,,,,
PATT0001095,True,True,True,True,,,True,,,,,,
PATT0001096,True,True,True,True,,,,True,,,,,
PATT0001097,True,True,True,True,,,,,True,,,,
PATT0001098,True,True,True,True,,,,,,True,,,
PATT0001099,True,True,True,True,,,,,,,True,,
PATT0001100,True,True,True,True,,,,,,,,True,
PATT0001101,True,True,True,True,,,,,,,,,True
PATT0001102,True,True,True,,True,True,,,,,,,
PATT0001103,True,True,True,,True,,True,,,,,,
PATT0001104,True,True,True,,True,,,True,,,,,
PATT0001105,True,True,True,,True,,,,True,,,,
PATT0001106,True,True,True,,True,,,,,True,,,
PATT0001107,True,True,True,,True,,,,,,True,,
PATT0001108,True,True,True,,True,,,,,,,True,
PATT0001109,True,True,True,,True,,,,,,,,True
PATT0001110,True,True,True,,,True,True,,,,,,
PATT0001111,True,True,True,,,True,,True,,,,,
PATT0001112,True,True,True,,,True,,,True,,,,
PATT0001113,True,True,True,,,True,,,,True,,,
PATT0001114,True,True,True,,,True,,,,,True,,
PATT0001115,True,True,True,,,True,,,,,,True,
PATT0001116,True,True,True,,,True,,,,,,,True
PATT0001117,True,True,True,,,,True,True,,,,,
PATT0001118,True,True,True,,,,True,,True,,,,
PATT0001119,True,True,True,,,,True,,,True,,,
PATT0001120,True,True,True,,,,True,,,,True,,
PATT0001121,True,True,True,,,,True,,,,,True,
PATT0001122,True,True,True,,,,True,,,,,,True
PATT0001123,True,True,True,,,,,True,True,,,,
PATT0001124,True,True,True,,,,,True,,True,,,
PATT0001125,True,True,True,,,,,True,,,True,,
PATT0001126,True,True,True,,,,,True,,,,True,
PATT0001127,True,True,True,,,,,True,,,,,True
PATT0001128,True,True,True,,,,,,True,True,,,
PATT0001129,True,True,True,,,,,,True,,True,,
PATT0001130,True,True,True,,,,,,True,,,True,
PATT0001131,True,True,True,,,,,,True,,,,True
PATT0001132,True,True,True,,,,,,,True,True,,
PATT0001133,True,True,True,,,,,,,True,,True,
PATT0001134,True,True,True,,,,,,,True,,,True
PATT0001135,True,True,True,,,,,,,,True,True,
PATT0001136,True,True,True,,,,,,,,True,,True
PATT0001137,True,True,True,,,,,,,,,True,True
